epoch,Center,Left_bhip,Left_ear,Left_fhip,Nose,Right_bhip,Right_ear,Right_fhip,Spine_1,Spine_2,Tail_1,Tail_2,Tail_base,Tail_tip,loss,lr,val_Center,val_Left_bhip,val_Left_ear,val_Left_fhip,val_Nose,val_Right_bhip,val_Right_ear,val_Right_fhip,val_Spine_1,val_Spine_2,val_Tail_1,val_Tail_2,val_Tail_base,val_Tail_tip,val_loss
0,0.0037408003117889166,0.005353359971195459,0.005101805552840233,0.005328458268195391,0.005625974852591753,0.005440268665552139,0.005085413344204426,0.005407923366874456,0.00400929432362318,0.004778329282999039,0.0047300588339567184,0.005212054122239351,0.005093625746667385,0.0032743311021476984,0.004870119504630566,1e-04,0.0029336039442569017,0.004990627057850361,0.004515747539699078,0.005243571940809488,0.005093290936201811,0.005023040808737278,0.004610072821378708,0.004976445343345404,0.003317016875371337,0.004264174960553646,0.0027042662259191275,0.004186075180768967,0.004006286151707172,0.0027283167000859976,0.004185181111097336
1,0.0023718427401036024,0.0043509360402822495,0.003396995598450303,0.003979748114943504,0.004055178724229336,0.004512245766818523,0.0033573831897228956,0.004230673424899578,0.0023107214365154505,0.002948757726699114,0.002601592568680644,0.0036545060575008392,0.0027750141452997923,0.003327739192172885,0.003419523825868964,1e-04,0.0021873635705560446,0.0036192485131323338,0.0020464370027184486,0.002846662187948823,0.002903787884861231,0.0037823847960680723,0.002214910462498665,0.0030152772087603807,0.0012160366168245673,0.0020334594883024693,0.0020526517182588577,0.0029032817110419273,0.0015781385591253638,0.0028410754166543484,0.002517193788662553
2,0.0017192126251757145,0.0027066965121775866,0.0017033022595569491,0.0023339102044701576,0.002482254756614566,0.0028626807034015656,0.0016790821682661772,0.0022740745916962624,0.0012986587826162577,0.0016626645810902119,0.0017167998012155294,0.0025776736438274384,0.0013833411503583193,0.0029454524628818035,0.0020961291156709194,1e-04,0.0014978841645643115,0.0023677581921219826,0.0014805931132286787,0.0017444973345845938,0.0021946860942989588,0.0021853134967386723,0.0016195131465792656,0.0016686251619830728,0.001137083163484931,0.0018822839483618736,0.0015851830830797553,0.002405640436336398,0.001174118835479021,0.00275486521422863,0.0018355746287852526
3,0.0013560217339545488,0.0018984271446242929,0.0012441223952919245,0.00152442732360214,0.0018472990486770868,0.0018786957953125238,0.00127001095097512,0.001591011299751699,0.0010461346246302128,0.0012252511223778129,0.0013448833487927914,0.002077959245070815,0.000970330904237926,0.0026028675492852926,0.0015626746462658048,1e-04,0.0014270275132730603,0.001924990676343441,0.0011850305600091815,0.0017597225960344076,0.0021425592713057995,0.0017822659574449062,0.0015961710596457124,0.002098826225847006,0.0010096874320879579,0.001694589969702065,0.0012759926030412316,0.002410223940387368,0.0008660334278829396,0.0023059905506670475,0.0016770794754847884
4,0.0011150870705023408,0.0016668960452079773,0.001090904464945197,0.00130651262588799,0.0014958750689402223,0.0016296675894409418,0.0011101252166554332,0.001407771254889667,0.0008538911934010684,0.0010326540796086192,0.001144617097452283,0.0018231752328574657,0.0008330960990861058,0.0022802974563091993,0.001342183444648981,1e-04,0.0008922007982619107,0.0015555190620943904,0.0009409853373654187,0.0013691764324903488,0.0015063043683767319,0.0015533703844994307,0.0013714180095121264,0.0014752771239727736,0.0008426927961409092,0.001228421344421804,0.0008580756257288158,0.001529492437839508,0.0008062059641815722,0.0019009864190593362,0.0012735804775729775
5,0.0009804166620597243,0.0015102645847946405,0.0009835221571847796,0.0012244426179677248,0.0013234964571893215,0.0014679809100925922,0.0009437305270694196,0.001240691402927041,0.000768435827922076,0.0009335476206615567,0.0008991403155960143,0.0016179081285372376,0.0007092389278113842,0.0019852202385663986,0.0011848597787320614,1e-04,0.0009113811538554728,0.0015468491474166512,0.00088267563842237,0.0013936760369688272,0.001585188671015203,0.0014000216033309698,0.001114720944315195,0.001491939416155219,0.0007614123169332743,0.001218524412252009,0.0013168378500267863,0.0015615917509421706,0.0007752597448416054,0.0019212020561099052,0.0012772344052791595
6,0.0008229986415244639,0.0014160501305013895,0.0008949691546149552,0.0011037274962291121,0.0011935143265873194,0.0013662595301866531,0.0008813531021587551,0.0011561345309019089,0.0006824497831985354,0.000809265358839184,0.0007874080911278725,0.0014664324698969722,0.0005987626500427723,0.001726797316223383,0.0010647225426509976,1e-04,0.0006186394020915031,0.0015123338671401143,0.0009703582036308944,0.0012510779779404402,0.0015520901652052999,0.0012259125942364335,0.0011117953108623624,0.00126398797146976,0.0008197433198802173,0.0009296276257373393,0.000853177800308913,0.0014572450891137123,0.0007552558090537786,0.001936512184329331,0.0011612683301791549
7,0.0007467817049473524,0.0012995201395824552,0.000829380180221051,0.0010675200028344989,0.0010300491703674197,0.0012803314020857215,0.00080766441533342,0.0010663687717169523,0.0006279042572714388,0.0007863367209210992,0.0007628015009686351,0.0013546114787459373,0.0005764695815742016,0.001555342343635857,0.0009850774658843875,1e-04,0.0007016032468527555,0.0016418520826846361,0.0009769645985215902,0.0013479042099788785,0.0014194705290719867,0.0012017516419291496,0.001106979325413704,0.0015802772250026464,0.0007673246436752379,0.0011485946597531438,0.0006340267136693001,0.0013115695910528302,0.0006386722670868039,0.0016487848479300737,0.0011518412502482533
8,0.0007061648648232222,0.0012014921521767974,0.0007904652738943696,0.0009842927101999521,0.000924613734241575,0.001164772897027433,0.0007398578454740345,0.0009739673114381731,0.0005741126951761544,0.0007258000550791621,0.0007049754494801164,0.0013328117784112692,0.0005492606433108449,0.0014955842634662986,0.0009191552526317537,1e-04,0.0006282436661422253,0.0013274791417643428,0.0008873063488863409,0.001340663293376565,0.001403384143486619,0.0010345940245315433,0.000938385899644345,0.0015388879692181945,0.00089762092102319,0.0007736478582955897,0.0005822146194986999,0.001274704234674573,0.000537747167982161,0.0015101174358278513,0.0010482140351086855
9,0.0006395835080184042,0.001144567271694541,0.0007242544088512659,0.0009382270509377122,0.0009092335822060704,0.001119603868573904,0.0006879295106045902,0.0009169468539766967,0.0005176677950657904,0.0006843070150353014,0.0006495010457001626,0.0012248934945091605,0.00046642316738143563,0.0013300724094733596,0.0008538008551113307,1e-04,0.0006282732356339693,0.0012097819708287716,0.0005784063832834363,0.001215080264955759,0.0013456018641591072,0.0009047372732311487,0.0008226788486354053,0.001259320299141109,0.00044813528074882925,0.0006125461077317595,0.0009210038697347045,0.0011021328391507268,0.0003958080487791449,0.0013584329281002283,0.0009144243085756898
10,0.0005798122729174793,0.0011445614509284496,0.0006936398567631841,0.0008469530730508268,0.0008020441164262593,0.0010533726308494806,0.0006762961274944246,0.0008556890534237027,0.0004931375151500106,0.0006386396125890315,0.0006262774113565683,0.0011378807248547673,0.000468313111923635,0.0012970237294211984,0.0008081172127276659,1e-04,0.0006569381803274155,0.0014274645363911986,0.000612943375017494,0.0009679566719569266,0.0011124896118417382,0.0010741619626060128,0.0007446487434208393,0.0011650966480374336,0.000540034263394773,0.0009473381796851754,0.0007657021633349359,0.0013154462212696671,0.0004248410405125469,0.0016505192033946514,0.000957541516982019
11,0.0005482492269948125,0.0010823243064805865,0.0006482693715952337,0.000861196022015065,0.0007703102310188115,0.0010107477428391576,0.0006143255159258842,0.000873802462592721,0.0004522268718574196,0.0006052757380530238,0.0005895070498809218,0.0011025569401681423,0.00042630016105249524,0.0011990179773420095,0.0007702931761741638,1e-04,0.0005414002807810903,0.001543782651424408,0.0007960006478242576,0.0011304563377052546,0.0012522037141025066,0.0010306285694241524,0.0008624700712971389,0.0009972844272851944,0.0005651520332321525,0.0010170800378546119,0.0007144819828681648,0.0011093111243098974,0.0005037444061599672,0.0011978475376963615,0.000947274558711797
12,0.000514639017637819,0.0010088179260492325,0.0006485028425231576,0.0008098766556940973,0.0007326341001316905,0.000997360097244382,0.0006086939829401672,0.0008305697701871395,0.00045771891018375754,0.0005620741285383701,0.000540470180567354,0.0010341679444536567,0.00040304914000444114,0.001134816906414926,0.0007345280610024929,1e-04,0.0004744983452837914,0.0009563864441588521,0.0007845649961382151,0.0009453969541937113,0.0005928675527684391,0.0008833549218252301,0.0008848969009704888,0.0013461137423291802,0.0005978416884317994,0.0007194116478785872,0.0007516634068451822,0.0013358965516090393,0.0005172897945158184,0.0012878861743956804,0.0008627192000858486
13,0.00048674523713998497,0.0010097749764099717,0.0006046155467629433,0.0007707718177698553,0.0006738821393810213,0.0009117852314375341,0.00058585568331182,0.0007742351153865457,0.00042833935003727674,0.0005320814088918269,0.0005199561128392816,0.0010076675098389387,0.00038051852607168257,0.0010870236437767744,0.0006980893667787313,1e-04,0.0005599626456387341,0.0013769344659522176,0.0007885072845965624,0.0011634888360276818,0.000880438310559839,0.0008882437250576913,0.0010578262154012918,0.0012250307481735945,0.0005027094739489257,0.0008594227256253362,0.0005357592599466443,0.001058964291587472,0.00042819074587896466,0.0014507460873574018,0.0009125875076279044
14,0.00048486757441423833,0.0009545567445456982,0.0006180077325552702,0.0007765978807583451,0.0006484203040599823,0.0008823364623822272,0.0005783463711850345,0.0007465713424608111,0.00042798349750228226,0.0005410682642832398,0.0004996890784241259,0.0009908388601616025,0.00037678831722587347,0.0010421117767691612,0.0006834419327788055,1e-04,0.00044589140452444553,0.0010252489009872079,0.0006495706038549542,0.0009748587035574019,0.000952348462305963,0.0007847283850423992,0.0006973277777433395,0.0014071878977119923,0.0006615142337977886,0.0005975985550321639,0.0004370665701571852,0.0010151764145120978,0.00032207975164055824,0.0013232247438281775,0.0008067015442065895
15,0.0004645305161830038,0.0008920498075895011,0.0005670770187862217,0.0007582693360745907,0.0006078378646634519,0.0008704242063686252,0.0005566768813878298,0.0007165003917180002,0.0004190470790490508,0.0005197020363993943,0.0004945900291204453,0.0009056116687133908,0.00036116299452260137,0.000970937660895288,0.0006503156037069857,1e-04,0.0004622581764124334,0.0015492328675463796,0.0005800724611617625,0.0008332813158631325,0.0008779428899288177,0.0010435754666104913,0.0007645796285942197,0.0008860545931383967,0.00048694442375563085,0.0007887533865869045,0.0006137627060525119,0.0008854903280735016,0.0003762641572393477,0.0011285124346613884,0.0008054804056882858
16,0.0004089285503141582,0.0008901738910935819,0.0005191583186388016,0.0006468257051892579,0.0005526369204744697,0.0008224892080761492,0.0005142939044162631,0.0006770843174308538,0.00037560545024462044,0.0004651237395592034,0.0004508242418523878,0.0008790369611233473,0.0003431639343034476,0.0009393851505592465,0.0006060521118342876,1e-04,0.00042113682138733566,0.0010112241143360734,0.0006980772013776004,0.0010451114503666759,0.0008881213143467903,0.0007692354265600443,0.0007958042551763356,0.0012450977228581905,0.0005297699244692922,0.0007595152128487825,0.0005482364213094115,0.0009625319507904351,0.00032801833003759384,0.0010252854553982615,0.0007876547169871628
17,0.00041773056727834046,0.0008578055421821773,0.0005166452610865235,0.0006825956515967846,0.0005395077751018107,0.0008164082537405193,0.0005029491730965674,0.0006748077576048672,0.0003691819147206843,0.000474935513921082,0.00045473803766071796,0.0008421579841524363,0.0003442776796873659,0.0009475236292928457,0.0006029476644471288,1e-04,0.0005838049110025167,0.0014648406067863107,0.0006803616997785866,0.0010833258274942636,0.001004162710160017,0.0009422876173630357,0.0008073042263276875,0.0011535107623785734,0.0006130629917606711,0.0007877644384279847,0.0005060204421170056,0.0007928148843348026,0.00043118782923556864,0.0007710148929618299,0.0008301045745611191
18,0.00038307392969727516,0.0008349184063263237,0.0004942850791849196,0.0006111523252911866,0.0005360280047170818,0.0007711779908277094,0.0004758973082061857,0.0005845053237862885,0.00034452701220288873,0.00044806956429965794,0.00043583178194239736,0.0008662169566377997,0.00030398540548048913,0.000850401702336967,0.0005671477410942316,1e-04,0.0006237068446353078,0.0013127167476341128,0.0007388688973151147,0.001107322983443737,0.0010927219409495592,0.0009082761825993657,0.0008945513400249183,0.0014372223522514105,0.0005504486616700888,0.0006695145275443792,0.0003934498527087271,0.0007614478236064315,0.00025359654682688415,0.0009158644243143499,0.000832836318295449
19,0.000373543007299304,0.000812072423286736,0.0004920439096167684,0.0006198848714120686,0.0005271713598631322,0.0007486781105399132,0.00047598336823284626,0.0006184426019899547,0.00033731674193404615,0.0004335086268838495,0.00043355298112146556,0.0008036036742851138,0.0002993331290781498,0.0008271848200820386,0.0005573085509240627,1e-04,0.0005579972639679909,0.0009975442662835121,0.0008522775606252253,0.0010639241663739085,0.0009164819493889809,0.0007025051745586097,0.0008822046802379191,0.0010913546429947019,0.0005812747403979301,0.0006786465528421104,0.0004544124531093985,0.0007535507320426404,0.000301928143016994,0.0008230634266510606,0.000761226168833673
20,0.00036882373387925327,0.0007697537657804787,0.00048049178440123796,0.000613440468441695,0.0004767095379065722,0.0007774694240652025,0.00047157672815956175,0.0006079411250539124,0.00034082282218150795,0.00040870081284083426,0.0004077739140484482,0.000795913627371192,0.00031447314540855587,0.000814804167021066,0.0005463352426886559,1e-04,0.00048366401460953057,0.0007795136771164834,0.000588022347074002,0.0006753281923010945,0.0010820418829098344,0.0008912518969736993,0.0007108839927241206,0.000781531329266727,0.0005513782962225378,0.0006295691127888858,0.0004287061165086925,0.0008842694805935025,0.00030210576369427145,0.0010780899319797754,0.0007047397084534168
21,0.0003604496014304459,0.0007496983162127435,0.00047027674736455083,0.0005755884340032935,0.00044545912533067167,0.0007009343826211989,0.00043913573608733714,0.0005655349232256413,0.0003176065511070192,0.00041599333053454757,0.0004079874779563397,0.0008010643650777638,0.00029510806780308485,0.0007608297164551914,0.0005218333099037409,1e-04,0.0005468967719934881,0.0010833636624738574,0.000656927761156112,0.0008511128253303468,0.0010977135971188545,0.000646798056550324,0.0008516761008650064,0.0012741056270897388,0.0005454928032122552,0.0008801695657894015,0.0005406459094956517,0.0009422770235687494,0.000480993912788108,0.0011081901611760259,0.0008218831499107182
22,0.00033665759838186204,0.0007249624468386173,0.0004573140467982739,0.0005402765818871558,0.00041853025322780013,0.0006637581391260028,0.00044306585914455354,0.0005539107951335609,0.0003174658049829304,0.0004036935861222446,0.00037900821189396083,0.0007490019197575748,0.0002887886657845229,0.0007717086700722575,0.0005034385831095278,1e-04,0.0004146267019677907,0.0010440832702443004,0.000640863087028265,0.0007605209830217063,0.0008494920330122113,0.0010009290417656302,0.0007011277484707534,0.0010447694221511483,0.000582004664465785,0.0006557388114742935,0.0005799223436042666,0.0008800820796750486,0.000479057984193787,0.000885701971128583,0.000751351413782686
23,0.0003154929436277598,0.0006819301052019,0.00042216121801175177,0.0005394563195295632,0.0003939801244996488,0.0006808029138483107,0.0004337542923167348,0.0005488977185450494,0.00030466244788840413,0.00037646558484993875,0.00037219226942397654,0.0007345547201111913,0.0002676046860869974,0.0007432143320329487,0.000486797682242468,1e-04,0.0004891690914519131,0.0010410520480945706,0.0008101449348032475,0.00097922224085778,0.0009161659982055426,0.0009134230203926563,0.0008444008999504149,0.001143954461440444,0.0006459596916101873,0.0008024579146876931,0.0004038156184833497,0.0007009771070443094,0.00034496624721214175,0.0006869107601232827,0.0007659014081582427
24,0.000324448716128245,0.0006869531935080886,0.00043609575368463993,0.000532483565621078,0.00039198968443088233,0.0006387873436324298,0.0004149479791522026,0.0005301919300109148,0.0002908530877903104,0.00039582850877195597,0.0003957565932068974,0.0007431792910210788,0.0002781829098239541,0.000761616334784776,0.0004872367426287383,1e-04,0.00037278191302902997,0.0008584815659560263,0.0006899264990352094,0.000790185178630054,0.0009514890844002366,0.0011926079168915749,0.0006957037840038538,0.0007516383775509894,0.0005710918921977282,0.0005927831516601145,0.0005394375184550881,0.0008508230675943196,0.0005120771238580346,0.0010399989550933242,0.0007435019360855222
25,0.00028875170391984284,0.0006911756354384124,0.00040506775258108974,0.0004976254422217607,0.0003807047032751143,0.000650597910862416,0.0003788400499615818,0.0005185724003240466,0.0002800771617330611,0.00036370439920574427,0.00036366976564750075,0.0006605529924854636,0.0002642422914505005,0.0007135954219847918,0.000461226882180199,1e-04,0.0005468121962621808,0.0009236481855623424,0.0006172498688101768,0.000772438186686486,0.0009573910501785576,0.0008272556588053703,0.0007284759194590151,0.0009933123365044594,0.0006004433962516487,0.0006560606998391449,0.00030252255965024233,0.000682174286339432,0.00019112450536340475,0.0009654512396082282,0.0006974543211981654
26,0.00029628188349306583,0.0006446049665100873,0.0004144906415604055,0.000496799941174686,0.00037516525480896235,0.0006255652406252921,0.0004016469756606966,0.0004969059373252094,0.00028611274319700897,0.0003643196832854301,0.0003691722813528031,0.0006775094079785049,0.0002758583868853748,0.0007094828761182725,0.0004595653444994241,1e-04,0.00047613357310183346,0.0010878897737711668,0.0008036511717364192,0.0008340080385096371,0.0006569497054442763,0.0007700893329456449,0.0007543346146121621,0.0008741570636630058,0.00045479024993255734,0.0007028825930319726,0.000514417071826756,0.0008066469454206526,0.0002962778089568019,0.0007631149492226541,0.0006996673764660954
27,0.00026862352387979627,0.0006368924514390528,0.00038863910594955087,0.00047867133980616927,0.0003934512787964195,0.0005669955862686038,0.0003730911703314632,0.0005035087815485895,0.0002666051732376218,0.00035560037940740585,0.00034755474189296365,0.0006567738601006567,0.00024684498202987015,0.000691520981490612,0.00044105519191361964,1e-04,0.00045823180698789656,0.0009493880206719041,0.0005357675836421549,0.0007641860865987837,0.0008567451732233167,0.0008539773407392204,0.0007464938098564744,0.001173337921500206,0.0004745792248286307,0.0007291357615031302,0.0005076754605397582,0.0010948714334517717,0.0003886382619384676,0.001020910800434649,0.0007538527715951204
28,0.00026978753157891333,0.000608419009950012,0.0004043641674797982,0.00047389676910825074,0.000344489177223295,0.0005561410216614604,0.0003793817013502121,0.0004681056016124785,0.000281654967693612,0.00032582395942881703,0.00034910222166217864,0.0006914166733622551,0.00024820922408252954,0.0007076287874951959,0.0004363158077467233,1e-04,0.0004905516980215907,0.0012690284056589007,0.0005412339232861996,0.0008347355760633945,0.0009968421654775739,0.0008718528551980853,0.0006465727929025888,0.0009113410487771034,0.0004377152363304049,0.0007500735810026526,0.0004510148719418794,0.0007604412967339158,0.00041139087988995016,0.0008582768496125937,0.0007307907799258828
29,0.0002489607431925833,0.000591707939747721,0.00037924834759905934,0.0004376594442874193,0.0003405304451007396,0.0005392021266743541,0.00036486025783233345,0.0004476750618778169,0.000248903117608279,0.0003322720876894891,0.0003248165303375572,0.0006412588991224766,0.00024106938508339226,0.000679344404488802,0.0004155364295002073,1e-04,0.0003867038758471608,0.0009143855422735214,0.0008783249650150537,0.0011344276135787368,0.0010746732586994767,0.0010034330189228058,0.0007765775080770254,0.001420390559360385,0.0007242892752401531,0.0006683860556222498,0.0005002591060474515,0.0007159408996812999,0.0003559414471965283,0.0008260582108050585,0.0008128422196023166
30,0.0002511050261091441,0.000591968884691596,0.0003831578651443124,0.00044038231135345995,0.0003530717804096639,0.0005437021609395742,0.00036647613160312176,0.00046575433225370944,0.000269655924057588,0.00031902643968351185,0.0003177017206326127,0.0006135039147920907,0.00024487447808496654,0.0006336112855933607,0.00041385646909475327,1e-04,0.0005883277044631541,0.0011707377852872014,0.0006938349106349051,0.0009514826233498752,0.0009173000580631196,0.0008169716456905007,0.0008467240259051323,0.0013481638161465526,0.0004408029781188816,0.0007744815084151924,0.0005422000540420413,0.0008417919743806124,0.0005173906101845205,0.0009290945017710328,0.0008128074696287513
31,0.00019527999393176287,0.0004889951669611037,0.00031854253029450774,0.0003718493680935353,0.0002708470565266907,0.0004388178640510887,0.0003166656824760139,0.000382931757485494,0.00021034291421528906,0.0002685334184207022,0.00027290917932987213,0.0005477824015542865,0.00020793128351215273,0.0005670275422744453,0.0003470327064860612,5e-05,0.0003439870779402554,0.0008979032863862813,0.000519568333402276,0.0006541332695633173,0.0006390254711732268,0.000779834808781743,0.0005639773444272578,0.0008629432413727045,0.00037459188024513423,0.0005887029692530632,0.0004180943942628801,0.0007061855285428464,0.0003699402732308954,0.0007344817277044058,0.0006038121064193547
32,0.00018806979642249644,0.00047365319915115833,0.00031579146161675453,0.000345061591360718,0.0002626755740493536,0.00044304667972028255,0.00031005582422949374,0.0003589865518733859,0.0002058004611171782,0.0002658431767486036,0.0002750501735135913,0.0005368295824155211,0.00020045883138664067,0.0005509797483682632,0.00033802169491536915,5e-05,0.0004232150677125901,0.0009039465221576393,0.0007114346954040229,0.0008958597318269312,0.0007257182151079178,0.0008823852986097336,0.0007766300695948303,0.0012147389352321625,0.00041982560651376843,0.000615374359767884,0.0004553185135591775,0.0009386895108036697,0.0003981285262852907,0.0010554580949246883,0.000744051649235189
33,0.00019615799828898162,0.0004972876631654799,0.0003391450154595077,0.0003635324246715754,0.0002848404401447624,0.000445536250481382,0.0003086166107095778,0.00038791680708527565,0.0002175325935240835,0.00026670220540836453,0.00028960747295059264,0.0005375873879529536,0.00021924282191321254,0.0005622377502731979,0.00035113879130221903,5e-05,0.0004732127708848566,0.0010919190244749188,0.0005702469497919083,0.0008543877629563212,0.0009195102611556649,0.0008670898387208581,0.0007107364945113659,0.0010140029480680823,0.00037102311034686863,0.0007048206753097475,0.00047721643932163715,0.0009430400095880032,0.0004554525949060917,0.0011073092464357615,0.0007542834500782192
34,0.00019140882068313658,0.0004583465924952179,0.00030340946977958083,0.00034365319879725575,0.0002539223642088473,0.00041145324939861894,0.0003047430654987693,0.00037285572034306824,0.00020672669052146375,0.0002528572513256222,0.000259623397141695,0.0005141808651387691,0.00019813014660030603,0.0005353478481993079,0.00032904703402891755,5e-05,0.0003831462818197906,0.0008537530666217208,0.000636600365396589,0.0008795520407147706,0.0010715409880504012,0.0007542583625763655,0.0008075999794527888,0.0011827388079836965,0.0005259475437924266,0.00045447656884789467,0.00043074722634628415,0.0006647327682003379,0.00032631561043672264,0.0007972695166245103,0.0006977627635933459
35,0.0001731587981339544,0.00044505237019620836,0.0003100700560025871,0.0003305499267298728,0.0002485693257767707,0.0004083690873812884,0.0002910330658778548,0.0003372727951500565,0.0001998379739234224,0.00024547221255488694,0.0002569319913163781,0.0005276818410493433,0.00020164668967481703,0.000522847636602819,0.0003213209565728903,5e-05,0.0004445513477548957,0.000926668755710125,0.0005124448798596859,0.0004999573575332761,0.0008217878639698029,0.0009203107911162078,0.0006742359255440533,0.0009805960580706596,0.00044417884782887995,0.0007365710334852338,0.0005375195178203285,0.0007931102300062776,0.000456552515970543,0.0009599236655049026,0.0006934577831998467
36,0.00017788587138056755,0.0004448865947779268,0.00031196785857900977,0.00033045370946638286,0.0002486156008671969,0.0003918246948160231,0.0003005110484082252,0.0003626247635111213,0.00020125185255892575,0.0002579509455244988,0.0002623078180477023,0.0005273673450574279,0.0002034626668319106,0.0005645971396006644,0.00032755054417066276,5e-05,0.00034153967862948775,0.0009894506074488163,0.0007309629581868649,0.0008576549007557333,0.0006564912619069219,0.0009576965239830315,0.0007428418612107635,0.0011520980624482036,0.000549125368706882,0.0005494288634508848,0.0004566590941976756,0.0009047702769748867,0.000427705206675455,0.0010790560627356172,0.0007425343501381576
37,0.00018357913359068334,0.00043731863843277097,0.00031234556809067726,0.00033312910818494856,0.00026903586694970727,0.00041783961933106184,0.0003093121631536633,0.0003547314554452896,0.00020950159523636103,0.00024693491286598146,0.0002602991880849004,0.000510555924847722,0.00020321918418630958,0.0005267501110211015,0.00032675371039658785,5e-05,0.0004276675754226744,0.0008413360337726772,0.0007800468592904508,0.0009982205228880048,0.0009701783419586718,0.0005917013040743768,0.0008499022223986685,0.0012461807345971465,0.0005383121897466481,0.000531473197042942,0.0003514655400067568,0.0007062823278829455,0.00037188243004493415,0.0008243515621870756,0.000716357200872153
38,0.00015884666936472058,0.000402724661398679,0.0002891537733376026,0.0002990322536788881,0.00024358172959182411,0.00035478529753163457,0.0002933208888862282,0.00033440126571804285,0.00018761848332360387,0.0002384294493822381,0.00024141966423485428,0.0005031847977079451,0.00018485280452296138,0.0005089049809612334,0.0003028754435945302,2.5e-05,0.0003389329358469695,0.0008502008276991546,0.0007869178662076592,0.0008441558456979692,0.0008551479550078511,0.0007624588324688375,0.0008390530711039901,0.001191921764984727,0.0006462684250436723,0.0006745621212758124,0.000487060024170205,0.0007619382813572884,0.00039725794340483844,0.0010527353733778,0.0007491864962503314
39,0.00016769762441981584,0.0003832179063465446,0.00029918132349848747,0.0002996732364408672,0.000251330086030066,0.00035857813782058656,0.0002758640330284834,0.0003215525939594954,0.00019528146367520094,0.00023821485228836536,0.0002449298626743257,0.00047100873780436814,0.0001911229337565601,0.0005157976993359625,0.0003009607025887817,2.5e-05,0.00031988692353479564,0.0005456323269754648,0.0008100821869447827,0.0011002556420862675,0.0010947848204523325,0.0007830315153114498,0.0009603360085748136,0.0016755536198616028,0.0006490523810498416,0.00047138379886746407,0.00037001303280703723,0.0007152853067964315,0.00035915186163038015,0.0010571088641881943,0.0007793970289640129
40,0.00014257944712881,0.00038839486660435796,0.00026999477995559573,0.0002925987937487662,0.00021721087978221476,0.0003399004344828427,0.00026358713512308896,0.00029776489827781916,0.00017768301768228412,0.00021315251069609076,0.00022512080613523722,0.00045200518798083067,0.00017277240112889558,0.0004909661947749555,0.0002816951018758118,2.5e-05,0.0003098255838267505,0.0009988324018195271,0.0006522712646983564,0.0008639866719022393,0.0007228432805277407,0.0009657600894570351,0.0006270517478697002,0.000898693164344877,0.00045656744623556733,0.0005149944336153567,0.0003756037331186235,0.0008045210270211101,0.0002616338315419853,0.0010369683150202036,0.0006778253009542823
41,0.00015528994845226407,0.0003700797678902745,0.0002980810822919011,0.0002969699853565544,0.0002349585120100528,0.00034909354872070253,0.0002838184009306133,0.0003219490754418075,0.0001966221461771056,0.00021969503723084927,0.00022332115622702986,0.0004732767411042005,0.0001833271817304194,0.0004660207487177104,0.0002908930473495275,2.5e-05,0.0004033645091112703,0.0011062106350436807,0.0005417574429884553,0.0009008145425468683,0.0008240588358603418,0.0008333398145623505,0.000646106549538672,0.001163923880085349,0.0004960125661455095,0.00040398258715867996,0.000394797301851213,0.0008268533274531364,0.00032065261621028185,0.0009339749231003225,0.0006997035816311836
